"State_FIPS_Code","Group_Code","State","AGroup","Civilian_non_inst_population","ANumber","Percent_of_population","NumberEmployed","Pop_Employed","NumberUnemployed","RateUnemplo"
"30","25","MONTANA","Total, 65 years and over","170","37","21.7","36","21","1","3.1"
"30","27","MONTANA","Men, 20 to 24 years","38","31","82.8","29","76.3","2","7.8"
"30","28","MONTANA","Men, 25 to 34 years","66","61","91.4","57","86.7","3","5.2"
"30","29","MONTANA","Men, 35 to 44 years","57","52","91.8","50","87.7","2","4.5"
"30","30","MONTANA","Men, 45 to 54 years","59","51","86.6","49","82.2","3","5.1"
"30","31","MONTANA","Men, 55 to 64 years","73","49","67.3","46","63.5","3","5.7"
"30","32","MONTANA","Men, 65 years and over","85","22","26.3","22","25.5","1","2.8"
"30","33","MONTANA","Women, 16 to 19 years","26","12","48.6","12","46.4","1","4.5"
"30","34","MONTANA","Women, 20 to 24 years","35","25","70.8","23","65.6","2","7.3"
"30","35","MONTANA","Women, 25 to 34 years","64","49","76.2","47","73.3","2","3.8"
"30","36","MONTANA","Women, 35 to 44 years","53","45","85","44","82.6","1","2.8"
"30","37","MONTANA","Women, 45 to 54 years","63","49","78","48","75.7","1","3"
"30","38","MONTANA","Women, 55 to 64 years","80","52","65.1","50","62.9","2","3.4"
"30","39","MONTANA","Women, 65 years and over","86","15","17.2","14","16.6","1","3.6"
"30","40","MONTANA","White, 16 to 19 years","43","20","47.5","19","44.4","1","6.6"
"30","41","MONTANA","White, 20 to 24 years","65","52","79.8","48","74.1","4","7.2"
"30","42","MONTANA","White, 25 to 34 years","116","100","85.8","96","82.3","4","4"
"30","43","MONTANA","White, 35 to 44 years","102","91","89","88","86.1","3","3.3"
"30","44","MONTANA","White, 45 to 54 years","112","94","83.3","90","80.2","4","3.8"
"30","45","MONTANA","White, 55 to 64 years","146","97","66.9","93","64","4","4.4"
"30","46","MONTANA","White, 65 years and over","165","35","21.2","34","20.5","1","3.3"
"31","1","NEBRASKA","Total","1434","1016","70.8","983","68.5","33","3.3"
"31","2","NEBRASKA","Men","705","535","75.9","516","73.3","19","3.5"
"31","3","NEBRASKA","Women","730","481","65.9","466","63.9","15","3.1"
"31","4","NEBRASKA","White","1309","927","70.8","900","68.8","27","2.9"
"31","5","NEBRASKA","White, men","642","487","75.8","472","73.5","15","3.1"
"31","6","NEBRASKA","White, women","667","440","66","428","64.2","12","2.8"
"31","7","NEBRASKA","Black or African American","58","43","74.4","39","68.2","4","8.3"
"31","13","NEBRASKA","Hispanic or Latino ethnicity","135","102","75.6","97","71.3","6","5.7"
"31","14","NEBRASKA","Hispanic or Latino ethnicity, men","69","59","86","56","80.5","4","6.4"
"31","15","NEBRASKA","Hispanic or Latino ethnicity, women","66","43","64.8","41","61.7","2","4.8"
"31","16","NEBRASKA","Married men, spouse present","380","299","78.8","293","77.1","7","2.2"
"31","17","NEBRASKA","Married women, spouse present","368","253","68.6","249","67.6","4","1.4"
"31","18","NEBRASKA","Women who maintain families","68","49","72.8","48","70.1","2","3.7"
"31","19","NEBRASKA","Total, 16 to 19 years","90","47","51.8","42","46","5","11.3"
"31","20","NEBRASKA","Total, 20 to 24 years","139","113","81","107","76.9","6","5"
"31","21","NEBRASKA","Total, 25 to 34 years","265","228","86.2","221","83.3","8","3.4"
"31","22","NEBRASKA","Total, 35 to 44 years","209","184","88.1","179","86","4","2.3"
"31","23","NEBRASKA","Total, 45 to 54 years","239","210","87.8","206","86.1","4","2"
"31","24","NEBRASKA","Total, 55 to 64 years","225","168","74.8","165","73.4","3","1.9"
"31","25","NEBRASKA","Total, 65 years and over","267","66","24.6","63","23.5","3","4.4"
"31","27","NEBRASKA","Men, 20 to 24 years","73","61","82.5","57","77.3","4","6.4"
"31","28","NEBRASKA","Men, 25 to 34 years","128","118","92.2","114","88.9","4","3.5"
"31","29","NEBRASKA","Men, 35 to 44 years","109","103","94.3","100","91.9","3","2.5"
"31","30","NEBRASKA","Men, 45 to 54 years","123","113","92.1","110","89.8","3","2.5"
"31","31","NEBRASKA","Men, 55 to 64 years","106","84","79","83","77.8","1","1.5"
"31","32","NEBRASKA","Men, 65 years and over","121","35","29.1","34","27.7","2","4.9"
"31","33","NEBRASKA","Women, 16 to 19 years","47","26","55.2","23","48.5","3","12.1"
"31","34","NEBRASKA","Women, 20 to 24 years","66","52","79.3","50","76.5","2","3.5"
"31","35","NEBRASKA","Women, 25 to 34 years","136","110","80.6","106","78","4","3.2"
"31","36","NEBRASKA","Women, 35 to 44 years","100","81","81.3","79","79.5","2","2.2"
"31","37","NEBRASKA","Women, 45 to 54 years","117","97","83.4","96","82.2","1","1.5"
"31","38","NEBRASKA","Women, 55 to 64 years","119","84","71.1","83","69.4","2","2.3"
"31","39","NEBRASKA","Women, 65 years and over","146","30","20.9","29","20.1","1","3.9"
"31","40","NEBRASKA","White, 16 to 19 years","79","42","52.5","37","47.2","4","10.2"
"31","41","NEBRASKA","White, 20 to 24 years","122","99","80.5","94","76.8","4","4.5"
"31","42","NEBRASKA","White, 25 to 34 years","234","204","87.2","199","85","5","2.6"
"31","43","NEBRASKA","White, 35 to 44 years","184","162","88.4","159","86.6","3","2"
"31","44","NEBRASKA","White, 45 to 54 years","220","196","89.1","192","87.3","4","2"
"31","45","NEBRASKA","White, 55 to 64 years","214","161","75.3","158","73.8","3","2"
"31","46","NEBRASKA","White, 65 years and over","256","63","24.7","60","23.7","3","4.1"
"31","63","NEBRASKA","Hispanic or Latino ethnicity, 25 to 34 years","36","30","84","29","80.1","1","4.6"
"31","64","NEBRASKA","Hispanic or Latino ethnicity, 35 to 44 years","29","26","87.8","24","82.9","1","5.6"
"32","1","NEVADA","Total","2210","1396","63.2","1288","58.3","108","7.7"
"32","2","NEVADA","Men","1097","768","70","712","64.9","56","7.3"
"32","3","NEVADA","Women","1112","628","56.5","576","51.8","52","8.3"
"32","4","NEVADA","White","1679","1061","63.2","984","58.6","77","7.3"
"32","5","NEVADA","White, men","848","595","70.2","554","65.3","41","6.9"
"32","6","NEVADA","White, women","831","466","56.2","430","51.8","36","7.8"
"32","7","NEVADA","Black or African American","187","114","61","96","51.6","18","15.4"
"32","8","NEVADA","Black or African American, men","87","53","61","46","52.3","8","14.3"
"32","9","NEVADA","Black or African American, women","99","61","61","51","51","10","16.4"
"32","10","NEVADA","Asian","182","110","60.2","106","58.3","3","3.2"
"32","11","NEVADA","Asian, men","79","57","71.3","55","69.2","2","3"
"32","12","NEVADA","Asian, women","103","53","51.7","51","49.9","2","3.3"
"32","13","NEVADA","Hispanic or Latino ethnicity","522","373","71.5","345","66.1","28","7.5"
"32","14","NEVADA","Hispanic or Latino ethnicity, men","264","215","81.3","200","75.7","15","6.8"
"32","15","NEVADA","Hispanic or Latino ethnicity, women","258","159","61.4","145","56.3","13","8.4"
"32","16","NEVADA","Married men, spouse present","528","387","73.2","369","69.9","18","4.6"
"32","17","NEVADA","Married women, spouse present","520","285","54.9","270","51.9","15","5.3"
"32","18","NEVADA","Women who maintain families","143","101","70.9","90","62.8","12","11.4"
"32","19","NEVADA","Total, 16 to 19 years","144","47","32.6","35","24.2","12","25.7"
"32","20","NEVADA","Total, 20 to 24 years","190","145","76.5","129","68","16","11.1"
"32","21","NEVADA","Total, 25 to 34 years","379","312","82.4","291","76.8","21","6.7"
"32","22","NEVADA","Total, 35 to 44 years","383","316","82.6","294","76.7","23","7.1"
"32","23","NEVADA","Total, 45 to 54 years","383","302","78.9","284","74.2","18","5.9"
"32","24","NEVADA","Total, 55 to 64 years","327","198","60.6","188","57.4","11","5.3"
"32","25","NEVADA","Total, 65 years and over","405","75","18.6","67","16.7","8","10.5"
"32","26","NEVADA","Men, 16 to 19 years","69","23","33.6","18","26.7","5","20.5"
"32","27","NEVADA","Men, 20 to 24 years","97","80","82.5","70","72.1","10","12.6"
"32","28","NEVADA","Men, 25 to 34 years","189","174","92.2","164","86.6","11","6.1"
"32","29","NEVADA","Men, 35 to 44 years","197","178","90.4","165","83.9","13","7.2"
"32","30","NEVADA","Men, 45 to 54 years","195","168","86","159","81.5","9","5.3"
"32","31","NEVADA","Men, 55 to 64 years","154","105","68.3","100","65","5","4.8"
"32","32","NEVADA","Men, 65 years and over","197","40","20.5","36","18.5","4","9.9"
"32","33","NEVADA","Women, 16 to 19 years","75","24","31.6","16","21.9","7","30.9"
"32","34","NEVADA","Women, 20 to 24 years","93","65","70.2","59","63.7","6","9.2"
"32","35","NEVADA","Women, 25 to 34 years","190","138","72.6","127","67.2","10","7.5"
"32","36","NEVADA","Women, 35 to 44 years","186","139","74.4","129","69.2","10","7.1"
"32","37","NEVADA","Women, 45 to 54 years","188","135","71.5","126","66.7","9","6.8"
"32","38","NEVADA","Women, 55 to 64 years","173","93","53.7","88","50.6","5","5.9"
"32","39","NEVADA","Women, 65 years and over","207","35","16.9","31","15","4","11.2"
"32","40","NEVADA","White, 16 to 19 years","110","38","34.7","28","25.6","10","26.3"
"32","41","NEVADA","White, 20 to 24 years","136","105","77.4","95","69.6","11","10"
"32","42","NEVADA","White, 25 to 34 years","275","227","82.7","214","77.9","13","5.9"
"32","43","NEVADA","White, 35 to 44 years","290","241","83.1","226","77.7","16","6.5"
"32","44","NEVADA","White, 45 to 54 years","297","233","78.4","221","74.5","12","5"
"32","45","NEVADA","White, 55 to 64 years","243","154","63.3","145","59.6","9","5.7"
"32","46","NEVADA","White, 65 years and over","327","62","19.1","55","16.8","7","11.8"
"32","49","NEVADA","Black or African American, 25 to 34 years","34","28","83.9","23","69.4","5","17.3"
"32","50","NEVADA","Black or African American, 35 to 44 years","34","27","81.1","23","66.9","5","17.4"
"32","51","NEVADA","Black or African American, 45 to 54 years","30","22","71.6","18","61","3","14.8"
"32","56","NEVADA","Asian, 25 to 34 years","29","22","75.5","21","72.4","1","4.1"
"32","57","NEVADA","Asian, 35 to 44 years","28","24","84.6","24","83.6","-3","1.2"
"32","58","NEVADA","Asian, 45 to 54 years","30","26","84.5","24","80.2","1","5.1"
"32","59","NEVADA","Asian, 55 to 64 years","37","21","57.2","21","56.6","-3","1.1"
"32","61","NEVADA","Hispanic or Latino ethnicity, 16 to 19 years","55","17","31.5","13","24.5","4","22.1"
"32","62","NEVADA","Hispanic or Latino ethnicity, 20 to 24 years","63","51","81.9","47","74.4","5","9.1"
"32","63","NEVADA","Hispanic or Latino ethnicity, 25 to 34 years","124","102","82.9","96","78","6","6"
"32","64","NEVADA","Hispanic or Latino ethnicity, 35 to 44 years","114","94","82.3","86","75.2","8","8.7"
"32","65","NEVADA","Hispanic or Latino ethnicity, 45 to 54 years","84","69","82.1","67","79.4","2","3.3"
"32","66","NEVADA","Hispanic or Latino ethnicity, 55 to 64 years","47","33","71.4","31","66.6","2","6.7"
"33","1","NEW HAMPSHIRE","Total","1079","739","68.5","708","65.6","31","4.2"
"33","2","NEW HAMPSHIRE","Men","529","384","72.6","367","69.4","17","4.4"
"33","3","NEW HAMPSHIRE","Women","550","355","64.5","341","61.9","14","4"
"33","4","NEW HAMPSHIRE","White","1025","703","68.5","673","65.6","30","4.2"
"33","5","NEW HAMPSHIRE","White, men","503","365","72.5","348","69.2","16","4.5"
"33","6","NEW HAMPSHIRE","White, women","523","338","64.7","325","62.1","13","4"
"33","7","NEW HAMPSHIRE","Black or African American","14","10","69.8","9","64.9","1","7"
"33","10","NEW HAMPSHIRE","Asian","25","17","67.7","17","67.6","-3","0.2"
"33","11","NEW HAMPSHIRE","Asian, men","12","9","73.8","9","73.6","-3","0.4"
"33","13","NEW HAMPSHIRE","Hispanic or Latino ethnicity","27","22","80","20","71.9","2","10"
"33","14","NEW HAMPSHIRE","Hispanic or Latino ethnicity, men","14","12","86.4","11","77","1","10.9"
"33","15","NEW HAMPSHIRE","Hispanic or Latino ethnicity, women","13","10","73","9","66.5","1","8.9"
"33","16","NEW HAMPSHIRE","Married men, spouse present","291","220","75.7","214","73.7","6","2.7"
"33","17","NEW HAMPSHIRE","Married women, spouse present","292","193","65.9","188","64.2","5","2.5"
"33","18","NEW HAMPSHIRE","Women who maintain families","48","36","75.1","34","70.9","2","5.6"
"33","19","NEW HAMPSHIRE","Total, 16 to 19 years","63","30","47.5","26","41.2","4","13.3"
"33","20","NEW HAMPSHIRE","Total, 20 to 24 years","92","71","76.7","65","71","5","7.5"
"33","21","NEW HAMPSHIRE","Total, 25 to 34 years","158","135","85.9","130","82.2","6","4.3"
"33","22","NEW HAMPSHIRE","Total, 35 to 44 years","157","136","87","133","84.6","4","2.7"
"33","23","NEW HAMPSHIRE","Total, 45 to 54 years","204","176","86.2","171","83.6","5","3"
"33","24","NEW HAMPSHIRE","Total, 55 to 64 years","198","145","73.4","140","70.9","5","3.3"
"33","25","NEW HAMPSHIRE","Total, 65 years and over","207","45","21.9","43","20.8","2","5"
"33","26","NEW HAMPSHIRE","Men, 16 to 19 years","34","15","43.2","13","37.3","2","13.6"
"33","27","NEW HAMPSHIRE","Men, 20 to 24 years","44","34","76.1","31","69.6","3","8.5"
"33","28","NEW HAMPSHIRE","Men, 25 to 34 years","82","75","90.5","71","86.3","3","4.7"
"33","29","NEW HAMPSHIRE","Men, 35 to 44 years","75","70","94","68","91.3","2","2.9"
"33","30","NEW HAMPSHIRE","Men, 45 to 54 years","101","91","90.2","88","87.4","3","3.1"
"33","31","NEW HAMPSHIRE","Men, 55 to 64 years","97","74","75.8","72","73.4","2","3.2"
"33","32","NEW HAMPSHIRE","Men, 65 years and over","96","26","27.5","25","25.9","2","5.8"
"33","33","NEW HAMPSHIRE","Women, 16 to 19 years","30","15","52.5","13","45.6","2","13.1"
"33","34","NEW HAMPSHIRE","Women, 20 to 24 years","48","37","77.2","35","72.2","2","6.5"
"33","35","NEW HAMPSHIRE","Women, 25 to 34 years","75","61","80.9","58","77.8","2","3.8"
"33","36","NEW HAMPSHIRE","Women, 35 to 44 years","82","66","80.6","64","78.5","2","2.6"
"33","37","NEW HAMPSHIRE","Women, 45 to 54 years","104","85","82.4","83","80","3","3"
"33","38","NEW HAMPSHIRE","Women, 55 to 64 years","100","71","71","69","68.6","2","3.4"
"33","39","NEW HAMPSHIRE","Women, 65 years and over","112","19","17.1","18","16.4","1","3.9"
"33","40","NEW HAMPSHIRE","White, 16 to 19 years","61","29","47.9","25","41.5","4","13.3"
"33","41","NEW HAMPSHIRE","White, 20 to 24 years","87","68","77.8","63","72.2","5","7.2"
"33","42","NEW HAMPSHIRE","White, 25 to 34 years","144","126","87.3","120","83.4","6","4.4"
"33","43","NEW HAMPSHIRE","White, 35 to 44 years","145","126","86.7","122","84.1","4","3"
"33","44","NEW HAMPSHIRE","White, 45 to 54 years","195","169","86.6","164","84","5","3"
"33","45","NEW HAMPSHIRE","White, 55 to 64 years","190","141","74","136","71.6","4","3.2"
"33","46","NEW HAMPSHIRE","White, 65 years and over","203","44","21.8","42","20.7","2","5.1"
"34","1","NEW JERSEY","Total","7057","4523","64.1","4221","59.8","302","6.7"
"34","2","NEW JERSEY","Men","3388","2431","71.8","2262","66.8","169","6.9"
"34","3","NEW JERSEY","Women","3670","2092","57","1959","53.4","133","6.4"
"34","4","NEW JERSEY","White","5336","3390","63.5","3188","59.7","202","6"
"34","5","NEW JERSEY","White, men","2585","1832","70.9","1718","66.5","114","6.2"
"34","6","NEW JERSEY","White, women","2751","1557","56.6","1470","53.4","88","5.6"
"34","7","NEW JERSEY","Black or African American","982","633","64.4","560","57","73","11.5"
"34","8","NEW JERSEY","Black or African American, men","438","306","70","270","61.7","36","11.8"
"34","9","NEW JERSEY","Black or African American, women","545","327","60","290","53.3","36","11.1"
"34","10","NEW JERSEY","Asian","615","418","68","397","64.6","21","5.1"
"34","11","NEW JERSEY","Asian, men","306","242","79","228","74.6","14","5.6"
"34","12","NEW JERSEY","Asian, women","309","176","57.1","169","54.6","8","4.3"
"34","13","NEW JERSEY","Hispanic or Latino ethnicity","1259","859","68.2","795","63.1","65","7.5"
"34","14","NEW JERSEY","Hispanic or Latino ethnicity, men","626","494","78.9","463","73.9","31","6.3"
"34","15","NEW JERSEY","Hispanic or Latino ethnicity, women","633","366","57.7","332","52.4","33","9.2"
"34","16","NEW JERSEY","Married men, spouse present","1800","1373","76.2","1311","72.8","62","4.5"
"34","17","NEW JERSEY","Married women, spouse present","1779","1073","60.3","1026","57.7","48","4.4"
"34","18","NEW JERSEY","Women who maintain families","404","281","69.6","256","63.4","25","8.9"
"34","19","NEW JERSEY","Total, 16 to 19 years","496","155","31.3","130","26.1","26","16.6"
"34","20","NEW JERSEY","Total, 20 to 24 years","580","403","69.5","352","60.7","51","12.5"
"34","21","NEW JERSEY","Total, 25 to 34 years","1123","918","81.7","856","76.2","62","6.7"
"34","22","NEW JERSEY","Total, 35 to 44 years","1105","911","82.5","865","78.3","46","5"
"34","23","NEW JERSEY","Total, 45 to 54 years","1266","1017","80.3","964","76.1","53","5.2"
"34","24","NEW JERSEY","Total, 55 to 64 years","1173","827","70.5","778","66.3","49","5.9"
"34","25","NEW JERSEY","Total, 65 years and over","1314","291","22.2","274","20.9","17","5.7"
"34","26","NEW JERSEY","Men, 16 to 19 years","251","86","34.4","73","29.2","13","15"
"34","27","NEW JERSEY","Men, 20 to 24 years","297","218","73.5","186","62.6","32","14.8"
"34","28","NEW JERSEY","Men, 25 to 34 years","574","518","90.2","483","84.1","35","6.7"
"34","29","NEW JERSEY","Men, 35 to 44 years","524","484","92.4","461","87.9","23","4.8"
"34","30","NEW JERSEY","Men, 45 to 54 years","615","537","87.3","509","82.8","28","5.2"
"34","31","NEW JERSEY","Men, 55 to 64 years","563","434","77.1","407","72.3","27","6.2"
"34","32","NEW JERSEY","Men, 65 years and over","563","153","27.2","142","25.3","11","7.1"
"34","33","NEW JERSEY","Women, 16 to 19 years","245","69","28.2","56","23","13","18.5"
"34","34","NEW JERSEY","Women, 20 to 24 years","284","185","65.3","167","58.8","18","9.9"
"34","35","NEW JERSEY","Women, 25 to 34 years","549","400","72.9","373","68","27","6.8"
"34","36","NEW JERSEY","Women, 35 to 44 years","581","427","73.6","405","69.7","23","5.3"
"34","37","NEW JERSEY","Women, 45 to 54 years","651","480","73.7","455","69.9","25","5.2"
"34","38","NEW JERSEY","Women, 55 to 64 years","610","393","64.4","371","60.8","22","5.6"
"34","39","NEW JERSEY","Women, 65 years and over","751","138","18.4","132","17.6","6","4.3"
"34","40","NEW JERSEY","White, 16 to 19 years","360","122","33.8","104","28.9","18","14.5"
"34","41","NEW JERSEY","White, 20 to 24 years","419","293","69.9","261","62.2","32","11"
"34","42","NEW JERSEY","White, 25 to 34 years","782","653","83.5","614","78.5","39","5.9"
"34","43","NEW JERSEY","White, 35 to 44 years","796","649","81.6","615","77.3","34","5.2"
"34","44","NEW JERSEY","White, 45 to 54 years","948","771","81.4","738","77.9","33","4.3"
"34","45","NEW JERSEY","White, 55 to 64 years","912","659","72.3","626","68.6","33","5"
"34","46","NEW JERSEY","White, 65 years and over","1119","243","21.7","230","20.5","13","5.3"
"34","48","NEW JERSEY","Black or African American, 20 to 24 years","94","65","69.5","53","56.8","12","18.3"
"34","49","NEW JERSEY","Black or African American, 25 to 34 years","180","148","82.1","128","71","20","13.6"
"34","50","NEW JERSEY","Black or African American, 35 to 44 years","173","150","87.2","143","82.9","7","4.9"
"34","51","NEW JERSEY","Black or African American, 45 to 54 years","171","122","71.2","109","63.6","13","10.6"
"34","52","NEW JERSEY","Black or African American, 55 to 64 years","171","101","59","89","52.4","11","11.2"
"34","56","NEW JERSEY","Asian, 25 to 34 years","116","85","73.5","83","71.8","2","2.3"
"34","57","NEW JERSEY","Asian, 35 to 44 years","124","100","80.8","96","77.9","4","3.6"
"34","58","NEW JERSEY","Asian, 45 to 54 years","128","111","86.9","105","82.3","6","5.3"
"34","59","NEW JERSEY","Asian, 55 to 64 years","81","61","75.1","57","70.3","4","6.4"
"34","62","NEW JERSEY","Hispanic or Latino ethnicity, 20 to 24 years","131","90","68.6","78","59.7","12","13"
"34","63","NEW JERSEY","Hispanic or Latino ethnicity, 25 to 34 years","301","237","78.6","225","74.6","12","5"
"34","64","NEW JERSEY","Hispanic or Latino ethnicity, 35 to 44 years","287","233","81.2","212","74.1","20","8.8"
"34","65","NEW JERSEY","Hispanic or Latino ethnicity, 45 to 54 years","199","153","76.9","146","73.5","7","4.4"
"34","66","NEW JERSEY","Hispanic or Latino ethnicity, 55 to 64 years","138","96","69.4","91","65.5","5","5.7"
"35","1","NEW MEXICO","Total","1601","917","57.3","852","53.2","64","7"
"35","2","NEW MEXICO","Men","777","491","63.2","461","59.3","30","6.1"
"35","3","NEW MEXICO","Women","824","426","51.7","392","47.5","34","8"
"35","4","NEW MEXICO","White","1337","772","57.8","728","54.5","44","5.7"
"35","5","NEW MEXICO","White, men","648","418","64.6","397","61.3","21","5.1"
"35","6","NEW MEXICO","White, women","689","354","51.4","331","48","23","6.5"
"35","7","NEW MEXICO","Black or African American","42","26","62.6","23","54.7","3","12.5"
"35","10","NEW MEXICO","Asian","38","23","58.8","21","55.6","1","5.5"
"35","13","NEW MEXICO","Hispanic or Latino ethnicity","688","409","59.4","378","55","30","7.4"
"35","14","NEW MEXICO","Hispanic or Latino ethnicity, men","331","219","66.2","206","62.1","13","6.1"
"35","15","NEW MEXICO","Hispanic or Latino ethnicity, women","357","190","53.1","173","48.4","17","9"
"35","16","NEW MEXICO","Married men, spouse present","387","265","68.4","257","66.6","7","2.7"
"35","17","NEW MEXICO","Married women, spouse present","388","199","51.3","192","49.5","7","3.3"
"35","18","NEW MEXICO","Women who maintain families","107","73","67.9","65","60.9","8","10.3"
"35","19","NEW MEXICO","Total, 16 to 19 years","109","33","30.2","25","23.1","8","23.7"
"35","20","NEW MEXICO","Total, 20 to 24 years","143","90","62.8","78","54.5","12","13.2"
"35","21","NEW MEXICO","Total, 25 to 34 years","269","197","73.1","178","66.4","18","9.2"
"35","22","NEW MEXICO","Total, 35 to 44 years","238","189","79.4","179","75.5","9","4.8"
"35","23","NEW MEXICO","Total, 45 to 54 years","252","189","74.8","181","71.6","8","4.3"
"35","24","NEW MEXICO","Total, 55 to 64 years","257","156","60.7","149","58.1","7","4.3"
"35","25","NEW MEXICO","Total, 65 years and over","332","64","19.2","61","18.4","3","4.1"
"35","27","NEW MEXICO","Men, 20 to 24 years","70","47","66.2","41","58.3","6","11.9"
"35","28","NEW MEXICO","Men, 25 to 34 years","131","109","83.1","101","76.8","8","7.5"
"35","29","NEW MEXICO","Men, 35 to 44 years","122","105","85.5","100","81.6","5","4.6"
"35","30","NEW MEXICO","Men, 45 to 54 years","124","98","79","94","75.4","5","4.6"
"35","31","NEW MEXICO","Men, 55 to 64 years","131","86","65.6","83","63.5","3","3.2"
"35","32","NEW MEXICO","Men, 65 years and over","143","32","22","31","21.4","1","2.7"
"35","33","NEW MEXICO","Women, 16 to 19 years","54","18","32.4","13","24.4","4","24.7"
"35","34","NEW MEXICO","Women, 20 to 24 years","73","44","59.6","37","50.9","6","14.6"
"35","35","NEW MEXICO","Women, 25 to 34 years","138","88","63.7","78","56.5","10","11.3"
"35","36","NEW MEXICO","Women, 35 to 44 years","115","84","72.9","80","69.2","4","5.2"
"35","37","NEW MEXICO","Women, 45 to 54 years","128","91","70.7","87","67.9","4","4"
"35","38","NEW MEXICO","Women, 55 to 64 years","127","70","55.6","66","52.5","4","5.6"
"35","39","NEW MEXICO","Women, 65 years and over","189","32","17.1","30","16.1","2","5.6"
"35","40","NEW MEXICO","White, 16 to 19 years","87","28","31.6","21","24.2","7","23.6"
"35","41","NEW MEXICO","White, 20 to 24 years","105","70","66.3","64","60.6","6","8.5"
"35","42","NEW MEXICO","White, 25 to 34 years","207","159","77","148","71.5","11","7.2"
"35","43","NEW MEXICO","White, 35 to 44 years","194","157","80.9","150","77.5","7","4.2"
"35","44","NEW MEXICO","White, 45 to 54 years","211","160","75.9","154","72.9","6","4"
"35","45","NEW MEXICO","White, 55 to 64 years","233","142","60.8","136","58.4","6","4.1"
"35","46","NEW MEXICO","White, 65 years and over","300","57","19","55","18.5","2","3.1"
"35","61","NEW MEXICO","Hispanic or Latino ethnicity, 16 to 19 years","61","19","31.6","15","24.8","4","21.7"
"35","62","NEW MEXICO","Hispanic or Latino ethnicity, 20 to 24 years","73","49","68.1","45","61.9","4","9.1"
"35","63","NEW MEXICO","Hispanic or Latino ethnicity, 25 to 34 years","123","98","79.2","89","72.1","9","8.9"
"35","64","NEW MEXICO","Hispanic or Latino ethnicity, 35 to 44 years","117","94","80.6","88","75.5","6","6.4"
"35","65","NEW MEXICO","Hispanic or Latino ethnicity, 45 to 54 years","118","86","73.2","82","69.8","4","4.6"
"35","66","NEW MEXICO","Hispanic or Latino ethnicity, 55 to 64 years","90","49","54.8","47","51.8","3","5.4"
"36","1","NEW YORK","Total","15765","9554","60.6","8946","56.7","608","6.4"
"36","2","NEW YORK","Men","7516","5030","66.9","4687","62.4","344","6.8"
"36","3","NEW YORK","Women","8249","4524","54.8","4259","51.6","265","5.9"
"36","4","NEW YORK","White","11324","6897","60.9","6533","57.7","364","5.3"
"36","5","NEW YORK","White, men","5485","3687","67.2","3483","63.5","204","5.5"
"36","6","NEW YORK","White, women","5839","3210","55","3050","52.2","160","5"
"36","7","NEW YORK","Black or African American","2641","1592","60.3","1421","53.8","170","10.7"
"36","8","NEW YORK","Black or African American, men","1173","741","63.2","652","55.6","89","12"
"36","9","NEW YORK","Black or African American, women","1468","850","57.9","769","52.4","82","9.6"
"36","10","NEW YORK","Asian","1468","853","58.1","802","54.6","51","6"
"36","11","NEW YORK","Asian, men","675","475","70.4","441","65.3","34","7.1"
"36","12","NEW YORK","Asian, women","793","378","47.7","361","45.5","17","4.6"
"36","13","NEW YORK","Hispanic or Latino ethnicity","2597","1539","59.3","1408","54.2","130","8.5"
"36","14","NEW YORK","Hispanic or Latino ethnicity, men","1258","844","67.1","769","61.2","75","8.9"
"36","15","NEW YORK","Hispanic or Latino ethnicity, women","1339","694","51.9","639","47.7","55","8"
"36","16","NEW YORK","Married men, spouse present","3608","2625","72.7","2520","69.8","105","4"
"36","17","NEW YORK","Married women, spouse present","3489","2003","57.4","1937","55.5","66","3.3"
"36","18","NEW YORK","Women who maintain families","1122","712","63.4","651","58.1","60","8.5"
"36","19","NEW YORK","Total, 16 to 19 years","1032","263","25.5","209","20.2","55","20.8"
"36","20","NEW YORK","Total, 20 to 24 years","1432","888","62","790","55.1","98","11"
"36","21","NEW YORK","Total, 25 to 34 years","2833","2243","79.2","2069","73","174","7.8"
"36","22","NEW YORK","Total, 35 to 44 years","2396","1923","80.3","1837","76.7","86","4.4"
"36","23","NEW YORK","Total, 45 to 54 years","2719","2113","77.7","2013","74","100","4.7"
"36","24","NEW YORK","Total, 55 to 64 years","2485","1608","64.7","1534","61.7","74","4.6"
"36","25","NEW YORK","Total, 65 years and over","2868","516","18","494","17.2","22","4.3"
"36","26","NEW YORK","Men, 16 to 19 years","528","152","28.8","120","22.6","32","21.3"
"36","27","NEW YORK","Men, 20 to 24 years","732","480","65.5","417","56.9","63","13.2"
"36","28","NEW YORK","Men, 25 to 34 years","1392","1177","84.5","1082","77.8","95","8"
"36","29","NEW YORK","Men, 35 to 44 years","1137","1001","88","953","83.8","48","4.8"
"36","30","NEW YORK","Men, 45 to 54 years","1311","1099","83.9","1046","79.8","53","4.8"
"36","31","NEW YORK","Men, 55 to 64 years","1195","854","71.4","813","68","41","4.8"
"36","32","NEW YORK","Men, 65 years and over","1221","268","22","257","21.1","11","4.2"
"36","33","NEW YORK","Women, 16 to 19 years","503","111","22.1","89","17.7","22","20"
"36","34","NEW YORK","Women, 20 to 24 years","700","408","58.3","373","53.3","35","8.5"
"36","35","NEW YORK","Women, 25 to 34 years","1442","1066","74","987","68.5","79","7.4"
