"State_FIPS_Code","Group_Code","State","AGroup","Civilian_non_inst_population","ANumber","Percent_of_population","NumberEmployed","Pop_Employed","NumberUnemployed","RateUnemplo"
"36","36","NEW YORK","Women, 35 to 44 years","1259","922","73.2","884","70.2","38","4.1"
"36","37","NEW YORK","Women, 45 to 54 years","1409","1014","72","968","68.7","46","4.6"
"36","38","NEW YORK","Women, 55 to 64 years","1290","755","58.5","721","55.9","33","4.4"
"36","39","NEW YORK","Women, 65 years and over","1647","248","15","237","14.4","11","4.4"
"36","40","NEW YORK","White, 16 to 19 years","687","188","27.3","150","21.9","37","19.9"
"36","41","NEW YORK","White, 20 to 24 years","961","630","65.5","574","59.7","56","8.9"
"36","42","NEW YORK","White, 25 to 34 years","1935","1572","81.2","1472","76.1","99","6.3"
"36","43","NEW YORK","White, 35 to 44 years","1653","1335","80.8","1290","78","45","3.4"
"36","44","NEW YORK","White, 45 to 54 years","1954","1531","78.3","1473","75.4","58","3.8"
"36","45","NEW YORK","White, 55 to 64 years","1859","1215","65.4","1164","62.6","52","4.2"
"36","46","NEW YORK","White, 65 years and over","2274","427","18.8","410","18","17","4"
"36","47","NEW YORK","Black or African American, 16 to 19 years","209","43","20.7","33","15.6","11","24.9"
"36","48","NEW YORK","Black or African American, 20 to 24 years","284","171","60.4","146","51.4","25","14.8"
"36","49","NEW YORK","Black or African American, 25 to 34 years","517","391","75.7","330","63.9","61","15.5"
"36","50","NEW YORK","Black or African American, 35 to 44 years","397","318","80","291","73.5","26","8.2"
"36","51","NEW YORK","Black or African American, 45 to 54 years","481","374","77.6","343","71.3","30","8.1"
"36","52","NEW YORK","Black or African American, 55 to 64 years","387","241","62.3","227","58.8","13","5.6"
"36","53","NEW YORK","Black or African American, 65 years and over","367","54","14.7","50","13.7","3","6.4"
"36","55","NEW YORK","Asian, 20 to 24 years","146","61","42","50","34.2","11","18.6"
"36","56","NEW YORK","Asian, 25 to 34 years","294","209","71.2","199","67.9","10","4.6"
"36","57","NEW YORK","Asian, 35 to 44 years","291","225","77.3","216","74.1","9","4.1"
"36","58","NEW YORK","Asian, 45 to 54 years","242","179","73.9","170","70.3","9","4.9"
"36","59","NEW YORK","Asian, 55 to 64 years","200","131","65.6","122","61","9","7"
"36","61","NEW YORK","Hispanic or Latino ethnicity, 16 to 19 years","237","52","21.9","32","13.7","19","37.3"
"36","62","NEW YORK","Hispanic or Latino ethnicity, 20 to 24 years","285","177","62","156","54.5","21","12.1"
"36","63","NEW YORK","Hispanic or Latino ethnicity, 25 to 34 years","583","443","76.1","397","68.2","46","10.4"
"36","64","NEW YORK","Hispanic or Latino ethnicity, 35 to 44 years","450","350","77.7","333","73.9","17","4.9"
"36","65","NEW YORK","Hispanic or Latino ethnicity, 45 to 54 years","422","295","69.8","279","66.1","16","5.3"
"36","66","NEW YORK","Hispanic or Latino ethnicity, 55 to 64 years","313","182","58.1","173","55.3","9","4.7"
"36","67","NEW YORK","Hispanic or Latino ethnicity, 65 years and over","307","40","13.1","38","12.4","2","5.5"
"37","1","NORTH CAROLINA","Total","7690","4648","60.4","4360","56.7","287","6.2"
"37","2","NORTH CAROLINA","Men","3640","2437","66.9","2289","62.9","148","6.1"
"37","3","NORTH CAROLINA","Women","4050","2210","54.6","2071","51.2","139","6.3"
"37","4","NORTH CAROLINA","White","5501","3325","60.4","3157","57.4","168","5"
"37","5","NORTH CAROLINA","White, men","2655","1818","68.5","1731","65.2","87","4.8"
"37","6","NORTH CAROLINA","White, women","2845","1507","53","1426","50.1","81","5.4"
"37","7","NORTH CAROLINA","Black or African American","1644","988","60.1","885","53.9","102","10.4"
"37","8","NORTH CAROLINA","Black or African American, men","732","445","60.8","393","53.8","52","11.6"
"37","9","NORTH CAROLINA","Black or African American, women","911","543","59.5","492","54","51","9.4"
"37","10","NORTH CAROLINA","Asian","225","141","62.6","137","61.1","3","2.5"
"37","11","NORTH CAROLINA","Asian, men","105","83","79.4","81","77","3","3"
"37","12","NORTH CAROLINA","Asian, women","120","57","47.8","56","47","1","1.6"
"37","13","NORTH CAROLINA","Hispanic or Latino ethnicity","633","456","72.1","427","67.4","30","6.5"
"37","14","NORTH CAROLINA","Hispanic or Latino ethnicity, men","356","307","86.3","291","81.8","16","5.2"
"37","15","NORTH CAROLINA","Hispanic or Latino ethnicity, women","277","149","53.8","135","48.9","14","9.2"
"37","16","NORTH CAROLINA","Married men, spouse present","1982","1407","71","1371","69.2","36","2.6"
"37","17","NORTH CAROLINA","Married women, spouse present","1955","1120","57.3","1081","55.3","39","3.5"
"37","18","NORTH CAROLINA","Women who maintain families","545","356","65.4","321","58.9","35","9.9"
"37","19","NORTH CAROLINA","Total, 16 to 19 years","531","177","33.4","135","25.5","42","23.6"
"37","20","NORTH CAROLINA","Total, 20 to 24 years","694","466","67.1","406","58.5","60","12.9"
"37","21","NORTH CAROLINA","Total, 25 to 34 years","1227","967","78.8","897","73.1","70","7.2"
"37","22","NORTH CAROLINA","Total, 35 to 44 years","1235","1010","81.8","972","78.8","37","3.7"
"37","23","NORTH CAROLINA","Total, 45 to 54 years","1278","1021","79.9","981","76.8","41","4"
"37","24","NORTH CAROLINA","Total, 55 to 64 years","1281","784","61.2","756","59","28","3.5"
"37","25","NORTH CAROLINA","Total, 65 years and over","1445","223","15.4","212","14.7","10","4.5"
"37","26","NORTH CAROLINA","Men, 16 to 19 years","258","89","34.6","64","24.7","25","28.5"
"37","27","NORTH CAROLINA","Men, 20 to 24 years","340","252","73.9","221","65","30","12.1"
"37","28","NORTH CAROLINA","Men, 25 to 34 years","573","505","88","467","81.4","38","7.5"
"37","29","NORTH CAROLINA","Men, 35 to 44 years","612","542","88.6","527","86.1","15","2.8"
"37","30","NORTH CAROLINA","Men, 45 to 54 years","603","525","87.1","507","84","18","3.5"
"37","31","NORTH CAROLINA","Men, 55 to 64 years","609","406","66.6","390","64","16","4"
"37","32","NORTH CAROLINA","Men, 65 years and over","645","119","18.4","113","17.6","5","4.5"
"37","33","NORTH CAROLINA","Women, 16 to 19 years","273","88","32.2","72","26.2","16","18.6"
"37","34","NORTH CAROLINA","Women, 20 to 24 years","354","214","60.6","185","52.2","30","13.8"
"37","35","NORTH CAROLINA","Women, 25 to 34 years","653","462","70.8","430","65.8","32","7"
"37","36","NORTH CAROLINA","Women, 35 to 44 years","622","467","75.1","445","71.5","22","4.7"
"37","37","NORTH CAROLINA","Women, 45 to 54 years","675","496","73.6","474","70.3","22","4.5"
"37","38","NORTH CAROLINA","Women, 55 to 64 years","672","378","56.3","367","54.5","12","3.1"
"37","39","NORTH CAROLINA","Women, 65 years and over","800","104","13","99","12.4","5","4.5"
"37","40","NORTH CAROLINA","White, 16 to 19 years","339","121","35.7","96","28.4","25","20.5"
"37","41","NORTH CAROLINA","White, 20 to 24 years","445","304","68.3","274","61.6","30","9.8"
"37","42","NORTH CAROLINA","White, 25 to 34 years","844","661","78.3","622","73.7","39","5.9"
"37","43","NORTH CAROLINA","White, 35 to 44 years","859","710","82.7","687","80","23","3.3"
"37","44","NORTH CAROLINA","White, 45 to 54 years","899","736","81.9","713","79.3","23","3.1"
"37","45","NORTH CAROLINA","White, 55 to 64 years","942","608","64.6","587","62.3","21","3.4"
"37","46","NORTH CAROLINA","White, 65 years and over","1173","185","15.8","178","15.1","8","4.2"
"37","47","NORTH CAROLINA","Black or African American, 16 to 19 years","143","47","32.9","31","21.9","16","33.7"
"37","48","NORTH CAROLINA","Black or African American, 20 to 24 years","187","122","65.2","96","51.1","26","21.5"
"37","49","NORTH CAROLINA","Black or African American, 25 to 34 years","277","232","83.9","207","74.8","25","10.8"
"37","50","NORTH CAROLINA","Black or African American, 35 to 44 years","260","210","80.9","198","76.2","12","5.8"
"37","51","NORTH CAROLINA","Black or African American, 45 to 54 years","278","210","75.6","196","70.4","14","6.9"
"37","52","NORTH CAROLINA","Black or African American, 55 to 64 years","269","137","50.8","130","48.5","6","4.5"
"37","62","NORTH CAROLINA","Hispanic or Latino ethnicity, 20 to 24 years","89","73","81.9","68","76.4","5","6.8"
"37","63","NORTH CAROLINA","Hispanic or Latino ethnicity, 25 to 34 years","190","142","74.4","129","67.8","13","8.9"
"37","64","NORTH CAROLINA","Hispanic or Latino ethnicity, 35 to 44 years","149","117","78.3","113","75.8","4","3.3"
"37","65","NORTH CAROLINA","Hispanic or Latino ethnicity, 45 to 54 years","89","77","86.5","75","84.7","2","2.1"
"38","1","NORTH DAKOTA","Total","572","417","72.9","405","70.9","12","2.8"
"38","2","NORTH DAKOTA","Men","291","229","78.6","222","76.4","6","2.8"
"38","3","NORTH DAKOTA","Women","281","188","67.1","183","65.2","5","2.8"
"38","4","NORTH DAKOTA","White","519","382","73.5","374","71.9","8","2.2"
"38","5","NORTH DAKOTA","White, men","265","210","78.9","205","77.2","5","2.2"
"38","6","NORTH DAKOTA","White, women","254","172","67.9","169","66.4","4","2.3"
"38","13","NORTH DAKOTA","Hispanic or Latino ethnicity","15","12","82","12","77.4","1","5.6"
"38","16","NORTH DAKOTA","Married men, spouse present","153","123","80.6","122","79.7","1","1.1"
"38","17","NORTH DAKOTA","Married women, spouse present","150","103","68.3","101","66.9","2","2.1"
"38","18","NORTH DAKOTA","Women who maintain families","27","20","75.3","19","72.4","1","3.9"
"38","19","NORTH DAKOTA","Total, 16 to 19 years","33","16","49.6","15","44.2","2","11"
"38","20","NORTH DAKOTA","Total, 20 to 24 years","60","50","82","47","78.2","2","4.6"
"38","21","NORTH DAKOTA","Total, 25 to 34 years","116","102","88.4","99","85.8","3","2.9"
"38","22","NORTH DAKOTA","Total, 35 to 44 years","82","74","89.4","72","87.5","2","2.1"
"38","23","NORTH DAKOTA","Total, 45 to 54 years","91","80","87.5","78","85.7","2","2.1"
"38","24","NORTH DAKOTA","Total, 55 to 64 years","97","72","74.5","71","73.4","1","1.5"
"38","25","NORTH DAKOTA","Total, 65 years and over","92","23","25","23","24.5","-3","1.8"
"38","27","NORTH DAKOTA","Men, 20 to 24 years","31","27","84.4","26","81.7","1","3.2"
"38","28","NORTH DAKOTA","Men, 25 to 34 years","62","59","94.6","57","91.5","2","3.3"
"38","29","NORTH DAKOTA","Men, 35 to 44 years","43","40","93.7","39","91.4","1","2.4"
"38","30","NORTH DAKOTA","Men, 45 to 54 years","46","42","91.5","41","89.2","1","2.4"
"38","31","NORTH DAKOTA","Men, 55 to 64 years","50","41","81.5","40","80.3","1","1.4"
"38","32","NORTH DAKOTA","Men, 65 years and over","42","13","31.2","13","30.6","-3","1.9"
"38","34","NORTH DAKOTA","Women, 20 to 24 years","29","23","79.5","22","74.5","1","6.3"
"38","35","NORTH DAKOTA","Women, 25 to 34 years","54","44","81.2","43","79.4","1","2.3"
"38","36","NORTH DAKOTA","Women, 35 to 44 years","39","33","84.7","33","83.2","1","1.8"
"38","37","NORTH DAKOTA","Women, 45 to 54 years","46","38","83.6","37","82.1","1","1.8"
"38","38","NORTH DAKOTA","Women, 55 to 64 years","47","32","67.1","31","65.9","1","1.7"
"38","40","NORTH DAKOTA","White, 16 to 19 years","27","14","50.9","13","46.6","1","8.4"
"38","41","NORTH DAKOTA","White, 20 to 24 years","51","43","85.3","42","82.7","1","3"
"38","42","NORTH DAKOTA","White, 25 to 34 years","103","92","90","90","87.9","2","2.3"
"38","43","NORTH DAKOTA","White, 35 to 44 years","73","65","90","64","88.4","1","1.8"
"38","44","NORTH DAKOTA","White, 45 to 54 years","85","75","88.9","74","87.2","1","1.9"
"38","45","NORTH DAKOTA","White, 55 to 64 years","92","70","75.4","69","74.3","1","1.4"
"38","46","NORTH DAKOTA","White, 65 years and over","89","22","25","22","24.7","-3","1.3"
"39","1","OHIO","Total","9092","5708","62.8","5390","59.3","318","5.6"
"39","2","OHIO","Men","4377","2957","67.6","2782","63.6","175","5.9"
"39","3","OHIO","Women","4715","2751","58.3","2608","55.3","143","5.2"
"39","4","OHIO","White","7720","4892","63.4","4659","60.3","233","4.8"
"39","5","OHIO","White, men","3763","2572","68.3","2445","65","127","4.9"
"39","6","OHIO","White, women","3957","2321","58.6","2214","56","106","4.6"
"39","7","OHIO","Black or African American","1056","615","58.2","543","51.5","71","11.6"
"39","8","OHIO","Black or African American, men","478","288","60.2","246","51.4","42","14.6"
"39","9","OHIO","Black or African American, women","578","327","56.5","297","51.5","29","9"
"39","10","OHIO","Asian","165","110","66.6","104","63.2","6","5"
"39","11","OHIO","Asian, men","70","53","76.1","51","72.5","3","4.7"
"39","12","OHIO","Asian, women","95","56","59.5","53","56.4","3","5.3"
"39","13","OHIO","Hispanic or Latino ethnicity","249","167","67.2","157","63.3","10","5.9"
"39","14","OHIO","Hispanic or Latino ethnicity, men","125","92","73.5","87","69.8","5","5"
"39","15","OHIO","Hispanic or Latino ethnicity, women","124","76","61","70","56.7","5","7"
"39","16","OHIO","Married men, spouse present","2253","1603","71.2","1560","69.3","43","2.7"
"39","17","OHIO","Married women, spouse present","2285","1373","60.1","1330","58.2","43","3.1"
"39","18","OHIO","Women who maintain families","582","384","66","363","62.3","22","5.6"
"39","19","OHIO","Total, 16 to 19 years","617","266","43","211","34.2","54","20.5"
"39","20","OHIO","Total, 20 to 24 years","739","567","76.7","522","70.7","45","7.9"
"39","21","OHIO","Total, 25 to 34 years","1460","1220","83.6","1156","79.2","63","5.2"
"39","22","OHIO","Total, 35 to 44 years","1386","1133","81.7","1077","77.7","56","4.9"
"39","23","OHIO","Total, 45 to 54 years","1541","1223","79.4","1175","76.3","48","3.9"
"39","24","OHIO","Total, 55 to 64 years","1567","965","61.6","928","59.2","37","3.8"
"39","25","OHIO","Total, 65 years and over","1782","334","18.8","320","17.9","14","4.3"
"39","26","OHIO","Men, 16 to 19 years","318","137","43","108","33.9","29","21.2"
"39","27","OHIO","Men, 20 to 24 years","349","272","78.1","243","69.8","29","10.7"
"39","28","OHIO","Men, 25 to 34 years","713","633","88.7","602","84.3","31","5"
"39","29","OHIO","Men, 35 to 44 years","700","617","88.2","586","83.7","31","5.1"
"39","30","OHIO","Men, 45 to 54 years","760","623","82","594","78.2","29","4.6"
"39","31","OHIO","Men, 55 to 64 years","764","502","65.7","485","63.5","17","3.4"
"39","32","OHIO","Men, 65 years and over","772","172","22.3","164","21.2","8","4.7"
"39","33","OHIO","Women, 16 to 19 years","298","129","43.1","103","34.6","25","19.7"
"39","34","OHIO","Women, 20 to 24 years","390","295","75.5","279","71.5","15","5.2"
"39","35","OHIO","Women, 25 to 34 years","746","587","78.6","555","74.3","32","5.5"
"39","36","OHIO","Women, 35 to 44 years","686","515","75.1","491","71.6","24","4.7"
"39","37","OHIO","Women, 45 to 54 years","781","600","76.9","581","74.4","19","3.2"
"39","38","OHIO","Women, 55 to 64 years","803","463","57.6","443","55.2","20","4.2"
"39","39","OHIO","Women, 65 years and over","1010","163","16.1","156","15.5","6","3.9"
"39","40","OHIO","White, 16 to 19 years","495","212","42.8","180","36.2","32","15.3"
"39","41","OHIO","White, 20 to 24 years","579","451","77.9","420","72.6","31","6.8"
"39","42","OHIO","White, 25 to 34 years","1218","1038","85.2","990","81.3","47","4.5"
"39","43","OHIO","White, 35 to 44 years","1146","953","83.2","913","79.7","40","4.2"
"39","44","OHIO","White, 45 to 54 years","1319","1066","80.8","1028","77.9","38","3.6"
"39","45","OHIO","White, 55 to 64 years","1371","864","63","831","60.6","34","3.9"
"39","46","OHIO","White, 65 years and over","1593","309","19.4","297","18.6","12","3.9"
"39","48","OHIO","Black or African American, 20 to 24 years","114","78","69","66","57.6","13","16.4"
"39","49","OHIO","Black or African American, 25 to 34 years","175","133","76","119","68","14","10.5"
"39","50","OHIO","Black or African American, 35 to 44 years","182","135","74.1","121","66.5","14","10.3"
"39","51","OHIO","Black or African American, 45 to 54 years","186","134","72.2","126","67.6","9","6.4"
"39","52","OHIO","Black or African American, 55 to 64 years","151","73","48.6","71","47.3","2","2.7"
"39","63","OHIO","Hispanic or Latino ethnicity, 25 to 34 years","75","61","81.2","59","78.5","2","3.3"
"40","1","OKLAHOMA","Total","2946","1768","60","1688","57.3","80","4.5"
"40","2","OKLAHOMA","Men","1424","962","67.6","916","64.3","46","4.8"
"40","3","OKLAHOMA","Women","1522","806","53","772","50.7","34","4.2"
"40","4","OKLAHOMA","White","2288","1365","59.7","1313","57.4","53","3.9"
"40","5","OKLAHOMA","White, men","1119","753","67.3","723","64.6","30","4"
"40","6","OKLAHOMA","White, women","1169","612","52.4","590","50.4","22","3.7"
"40","7","OKLAHOMA","Black or African American","200","117","58.6","109","54.5","8","7"
"40","8","OKLAHOMA","Black or African American, men","91","58","62.9","53","58.3","4","7.3"
"40","9","OKLAHOMA","Black or African American, women","108","60","55","56","51.3","4","6.7"
"40","13","OKLAHOMA","Hispanic or Latino ethnicity","251","172","68.5","161","64.3","10","6"
"40","14","OKLAHOMA","Hispanic or Latino ethnicity, men","136","110","81","105","76.8","6","5.1"
"40","15","OKLAHOMA","Hispanic or Latino ethnicity, women","114","61","53.5","57","49.5","5","7.6"
"40","16","OKLAHOMA","Married men, spouse present","790","565","71.5","551","69.8","13","2.4"
"40","17","OKLAHOMA","Married women, spouse present","744","408","54.9","399","53.7","9","2.2"
"40","18","OKLAHOMA","Women who maintain families","199","125","62.5","116","58.2","9","6.9"
"40","19","OKLAHOMA","Total, 16 to 19 years","215","64","29.6","53","24.5","11","17"
"40","20","OKLAHOMA","Total, 20 to 24 years","268","184","68.8","169","63.3","15","8.1"
"40","21","OKLAHOMA","Total, 25 to 34 years","532","422","79.4","402","75.5","21","4.9"
"40","22","OKLAHOMA","Total, 35 to 44 years","428","344","80.3","328","76.6","16","4.6"
"40","23","OKLAHOMA","Total, 45 to 54 years","476","370","77.6","359","75.3","11","3"
"40","24","OKLAHOMA","Total, 55 to 64 years","459","271","59.1","265","57.8","6","2.1"
"40","25","OKLAHOMA","Total, 65 years and over","569","114","20","113","19.8","1","1.2"
"40","27","OKLAHOMA","Men, 20 to 24 years","135","100","74.1","90","66.6","10","10"
"40","28","OKLAHOMA","Men, 25 to 34 years","264","235","89.2","224","85","11","4.7"
"40","29","OKLAHOMA","Men, 35 to 44 years","214","190","88.5","181","84.4","9","4.6"
